exp_name,mode,ring_type,fold,task,scene,input_type,dataset_task,method_name,epochs,lr,criterion,batch_size,sample_len,mae_with_std,rmse_with_std,mape_with_std,pearson_with_std
inception-time-ring1-hr-all-ir,5fold,ring1,all-folds,hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,1892,7.24±0.18,10.78±2.62,9.30±0.29,0.59±0.02
inception-time-ring1-hr-all-ir,test,ring1,Fold-1,hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,381,8.17±0.40,11.31±3.61,10.52±0.55,0.38±0.05
inception-time-ring1-hr-all-ir,test,ring1,Fold-2,hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,354,5.72±0.37,8.93±3.70,7.29±0.55,0.57±0.04
inception-time-ring1-hr-all-ir,test,ring1,Fold-3,hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,532,4.72±0.27,7.85±3.11,5.92±0.35,0.78±0.03
inception-time-ring1-hr-all-ir,test,ring1,Fold-4,hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,391,6.18±0.41,10.24±4.08,8.62±0.93,0.78±0.03
inception-time-ring1-hr-all-ir,test,ring1,Fold-5,hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,271,5.62±0.52,10.20±4.66,7.43±0.82,0.63±0.05
inception-time-ring1-hr-all-ir,test,ring1,all-folds,hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,1929,6.01±0.17,9.63±2.53,7.84±0.28,0.68±0.02
resnet-ring2-spo2-spo2-irred,5fold,ring2,Fold-1,spo2,unknown,"['ir-filtered', 'red-filtered']",['spo2'],resnet,200,0.001,mse,128,70,3.46±0.50,5.43±2.65,3.93±0.61,0.03±0.12
resnet-ring2-spo2-spo2-irred,5fold,ring2,Fold-2,spo2,unknown,"['ir-filtered', 'red-filtered']",['spo2'],resnet,200,0.001,mse,128,53,3.69±0.44,4.89±2.08,4.10±0.51,0.07±0.14
resnet-ring2-spo2-spo2-irred,5fold,ring2,Fold-3,spo2,unknown,"['ir-filtered', 'red-filtered']",['spo2'],resnet,200,0.001,mse,128,51,3.39±0.44,4.60±2.41,3.75±0.52,-0.15±0.14
resnet-ring2-spo2-spo2-irred,5fold,ring2,Fold-4,spo2,unknown,"['ir-filtered', 'red-filtered']",['spo2'],resnet,200,0.001,mse,128,59,3.35±0.43,4.67±2.17,3.73±0.50,-0.11±0.13
resnet-ring2-spo2-spo2-irred,5fold,ring2,Fold-5,spo2,unknown,"['ir-filtered', 'red-filtered']",['spo2'],resnet,200,0.001,mse,128,29,3.56±0.61,4.82±2.54,3.94±0.71,0.05±0.19
resnet-ring2-spo2-spo2-irred,5fold,ring2,all-folds,spo2,unknown,"['ir-filtered', 'red-filtered']",['spo2'],resnet,200,0.001,mse,128,262,3.48±0.22,4.93±1.63,3.88±0.25,-0.02±0.06
transformer-ring2-bp-all-irred,5fold,ring2,Fold-1,BP_dia,all,"['ir-filtered', 'red-filtered']","['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,16,29,9.54±1.22,11.53±5.20,12.58±1.43,-0.07±0.19
transformer-ring2-bp-all-irred,5fold,ring2,Fold-2,BP_dia,all,"['ir-filtered', 'red-filtered']","['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,16,18,8.06±1.28,9.64±5.16,11.76±1.60,0.34±0.24
transformer-ring2-bp-all-irred,5fold,ring2,Fold-3,BP_dia,all,"['ir-filtered', 'red-filtered']","['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,16,22,8.36±1.58,11.07±6.04,15.82±3.49,0.19±0.22
transformer-ring2-bp-all-irred,5fold,ring2,Fold-4,BP_dia,all,"['ir-filtered', 'red-filtered']","['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,16,17,11.50±1.58,13.14±6.59,18.94±2.54,0.10±0.26
transformer-ring2-bp-all-irred,5fold,ring2,Fold-5,BP_dia,all,"['ir-filtered', 'red-filtered']","['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,16,11,5.39±1.07,6.36±3.69,8.17±1.47,0.31±0.32
transformer-ring2-bp-all-irred,5fold,ring2,all-folds,BP_dia,all,"['ir-filtered', 'red-filtered']","['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,16,97,8.87±0.65,10.94±3.87,13.78±1.09,-0.08±0.10
transformer-ring2-bp-all-irred,5fold,ring2,Fold-1,BP_sys,all,"['ir-filtered', 'red-filtered']","['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,16,29,20.07±2.03,22.78±9.43,17.04±1.48,-0.21±0.19
transformer-ring2-bp-all-irred,5fold,ring2,Fold-2,BP_sys,all,"['ir-filtered', 'red-filtered']","['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,16,18,16.92±2.27,19.32±9.45,14.97±1.71,0.26±0.24
transformer-ring2-bp-all-irred,5fold,ring2,Fold-3,BP_sys,all,"['ir-filtered', 'red-filtered']","['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,16,22,14.14±2.53,18.30±9.91,14.86±2.80,0.18±0.22
transformer-ring2-bp-all-irred,5fold,ring2,Fold-4,BP_sys,all,"['ir-filtered', 'red-filtered']","['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,16,17,17.56±2.67,20.55±11.09,15.50±1.88,-0.38±0.24
transformer-ring2-bp-all-irred,5fold,ring2,Fold-5,BP_sys,all,"['ir-filtered', 'red-filtered']","['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,16,11,15.01±2.89,17.58±9.75,14.92±2.66,0.05±0.33
transformer-ring2-bp-all-irred,5fold,ring2,all-folds,BP_sys,all,"['ir-filtered', 'red-filtered']","['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,16,97,17.13±1.10,20.23±6.72,15.65±0.93,-0.08±0.10
transformer-ring2-samsung_hr-motion-ir,test,ring2,Fold-1,samsung_hr,motion,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,4,5.77±1.45,6.29±4.49,7.19±2.19,-0.36±0.66
transformer-ring2-samsung_hr-motion-ir,test,ring2,Fold-2,samsung_hr,motion,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,7,20.48±6.43,25.84±17.20,28.13±11.81,0.11±0.44
transformer-ring2-samsung_hr-motion-ir,test,ring2,Fold-3,samsung_hr,motion,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,6,18.13±7.02,23.98±17.74,16.50±5.60,-0.04±0.50
transformer-ring2-samsung_hr-motion-ir,test,ring2,Fold-4,samsung_hr,motion,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,6,15.48±6.76,21.63±18.47,30.36±19.21,-0.73±0.34
transformer-ring2-samsung_hr-motion-ir,test,ring2,Fold-5,samsung_hr,motion,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,2,30.95±14.10,34.01±29.54,26.85±9.48,-1.00±inf
transformer-ring2-samsung_hr-motion-ir,test,ring2,all-folds,samsung_hr,motion,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,25,17.20±3.16,23.16±12.27,22.42±5.76,-0.19±0.20
transformer-ring2-samsung_hr-motion-ir,test,ring2,Fold-1,samsung_hr_com,motion,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,4,39.75±4.44,40.49±19.78,48.74±7.99,-0.99±0.10
transformer-ring2-samsung_hr-motion-ir,test,ring2,Fold-2,samsung_hr_com,motion,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,7,20.40±6.91,26.50±17.74,28.47±9.37,0.73±0.31
transformer-ring2-samsung_hr-motion-ir,test,ring2,Fold-3,samsung_hr_com,motion,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,6,39.87±10.55,46.33±29.34,42.57±13.30,0.56±0.41
transformer-ring2-samsung_hr-motion-ir,test,ring2,Fold-4,samsung_hr_com,motion,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,6,45.45±12.81,53.72±42.01,83.25±41.85,-0.19±0.49
transformer-ring2-samsung_hr-motion-ir,test,ring2,Fold-5,samsung_hr_com,motion,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,2,43.50±0.50,43.50±6.60,40.02±5.34,1.00±inf
mamba2-ring1-rr-motion-ir,5fold,ring1,Fold-1,resp_rr,motion,['ir-filtered-rr'],"['deepsquat', 'striding']",mamba2,200,0.0001,mse,8,6,3.36±0.79,3.80±2.70,14.67±2.63,-0.84±0.27
mamba2-ring1-rr-motion-ir,5fold,ring1,Fold-2,resp_rr,motion,['ir-filtered-rr'],"['deepsquat', 'striding']",mamba2,200,0.0001,mse,8,25,3.86±0.70,5.15±2.84,25.89±8.70,-0.02±0.21
mamba2-ring1-rr-motion-ir,5fold,ring1,Fold-3,resp_rr,motion,['ir-filtered-rr'],"['deepsquat', 'striding']",mamba2,200,0.0001,mse,8,10,2.10±0.46,2.51±1.57,12.45±3.03,-0.07±0.35
mamba2-ring1-rr-motion-ir,5fold,ring1,Fold-4,resp_rr,motion,['ir-filtered-rr'],"['deepsquat', 'striding']",mamba2,200,0.0001,mse,8,13,4.66±0.85,5.52±2.93,18.28±2.90,-0.46±0.27
mamba2-ring1-rr-motion-ir,5fold,ring1,Fold-5,resp_rr,motion,['ir-filtered-rr'],"['deepsquat', 'striding']",mamba2,200,0.0001,mse,8,5,6.65±1.37,7.19±4.01,24.60±4.28,0.53±0.49
mamba2-ring1-rr-motion-ir,5fold,ring1,all-folds,resp_rr,motion,['ir-filtered-rr'],"['deepsquat', 'striding']",mamba2,200,0.0001,mse,8,59,3.93±0.40,4.99±2.10,20.68±3.82,-0.31±0.13
inception-time-ring1-samsung_hr-all-ir,test,ring1,Fold-1,samsung_hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,43,10.33±1.51,14.22±7.51,13.11±2.33,0.49±0.14
inception-time-ring1-samsung_hr-all-ir,test,ring1,Fold-2,samsung_hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,31,9.06±2.19,15.03±10.28,12.88±3.86,0.23±0.18
inception-time-ring1-samsung_hr-all-ir,test,ring1,Fold-3,samsung_hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,35,6.89±1.55,11.37±7.50,7.21±1.41,0.63±0.14
inception-time-ring1-samsung_hr-all-ir,test,ring1,Fold-4,samsung_hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,44,7.00±1.20,10.54±6.32,9.75±2.46,0.74±0.10
inception-time-ring1-samsung_hr-all-ir,test,ring1,Fold-5,samsung_hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,33,6.49±1.94,12.76±9.86,9.20±3.60,0.54±0.15
inception-time-ring1-samsung_hr-all-ir,test,ring1,all-folds,samsung_hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,186,8.00±0.73,12.80±5.57,10.47±1.23,0.58±0.06
inception-time-ring1-samsung_hr-all-ir,test,ring1,Fold-1,samsung_hr_com,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,43,11.72±2.68,20.95±12.70,16.90±5.07,0.54±0.13
inception-time-ring1-samsung_hr-all-ir,test,ring1,Fold-2,samsung_hr_com,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,31,6.60±2.03,12.92±9.23,9.04±2.79,0.76±0.12
inception-time-ring1-samsung_hr-all-ir,test,ring1,Fold-3,samsung_hr_com,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,35,11.21±3.35,22.54±15.04,13.03±4.16,0.54±0.15
inception-time-ring1-samsung_hr-all-ir,test,ring1,Fold-4,samsung_hr_com,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,44,8.82±2.77,20.20±16.38,14.45±6.73,0.38±0.14
inception-time-ring1-samsung_hr-all-ir,test,ring1,Fold-5,samsung_hr_com,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,33,10.69±2.88,19.50±12.60,14.94±5.02,0.53±0.15
transformer-ring1-oura_hr-motion-ir,test,ring1,Fold-1,oura_hr,motion,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,10,16.11±4.37,20.76±13.82,23.26±9.39,0.17±0.35
transformer-ring1-oura_hr-motion-ir,test,ring1,Fold-2,oura_hr,motion,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,7,22.11±7.30,28.44±19.23,28.44±11.26,-0.13±0.44
transformer-ring1-oura_hr-motion-ir,test,ring1,Fold-3,oura_hr,motion,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,7,19.35±6.00,24.30±16.96,20.27±5.73,-0.51±0.38
transformer-ring1-oura_hr-motion-ir,test,ring1,Fold-4,oura_hr,motion,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,8,15.26±4.67,19.64±13.62,24.91±11.86,-0.07±0.41
transformer-ring1-oura_hr-motion-ir,test,ring1,Fold-5,oura_hr,motion,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,7,27.77±7.29,33.02±19.09,54.14±19.24,-0.40±0.41
transformer-ring1-oura_hr-motion-ir,test,ring1,all-folds,oura_hr,motion,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,39,19.69±2.56,25.23±11.11,29.53±5.42,-0.04±0.16
transformer-ring1-oura_hr-motion-ir,test,ring1,Fold-1,oura_hr_com,motion,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,10,37.48±5.84,41.38±21.07,55.11±15.14,0.52±0.30
transformer-ring1-oura_hr-motion-ir,test,ring1,Fold-2,oura_hr_com,motion,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,7,52.09±10.34,57.92±33.62,75.94±25.17,-0.42±0.41
transformer-ring1-oura_hr-motion-ir,test,ring1,Fold-3,oura_hr_com,motion,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,7,39.62±5.26,41.66±19.69,44.80±7.56,0.71±0.32
transformer-ring1-oura_hr-motion-ir,test,ring1,Fold-4,oura_hr_com,motion,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,8,45.59±10.06,52.78±38.31,76.84±33.23,-0.13±0.40
transformer-ring1-oura_hr-motion-ir,test,ring1,Fold-5,oura_hr_com,motion,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,7,41.94±8.61,46.95±26.24,83.01±26.71,0.73±0.31
transformer-ring2-oura_hr-motion-ir,test,ring2,Fold-1,oura_hr,motion,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,4,5.77±1.45,6.29±4.49,7.19±2.19,-0.36±0.66
transformer-ring2-oura_hr-motion-ir,test,ring2,Fold-2,oura_hr,motion,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,7,21.79±7.04,27.79±18.56,28.86±11.86,-0.00±0.45
transformer-ring2-oura_hr-motion-ir,test,ring2,Fold-3,oura_hr,motion,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,6,18.13±7.02,23.98±17.74,16.50±5.60,-0.04±0.50
transformer-ring2-oura_hr-motion-ir,test,ring2,Fold-4,oura_hr,motion,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,8,14.18±5.29,19.93±16.01,25.31±14.53,-0.27±0.39
transformer-ring2-oura_hr-motion-ir,test,ring2,Fold-5,oura_hr,motion,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,2,30.95±14.10,34.01±29.54,26.85±9.48,-1.00±inf
transformer-ring2-oura_hr-motion-ir,test,ring2,all-folds,oura_hr,motion,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,27,17.03±3.08,23.18±12.19,21.70±5.40,-0.15±0.20
transformer-ring2-oura_hr-motion-ir,test,ring2,Fold-1,oura_hr_com,motion,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,4,38.50±5.42,39.63±21.51,46.38±6.26,0.63±0.55
transformer-ring2-oura_hr-motion-ir,test,ring2,Fold-2,oura_hr_com,motion,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,7,52.09±10.34,57.92±33.62,75.94±25.17,-0.42±0.41
transformer-ring2-oura_hr-motion-ir,test,ring2,Fold-3,oura_hr_com,motion,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,6,43.20±4.56,44.39±19.12,47.82±8.20,0.91±0.21
transformer-ring2-oura_hr-motion-ir,test,ring2,Fold-4,oura_hr_com,motion,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,8,45.59±10.06,52.78±38.31,76.84±33.23,-0.13±0.40
transformer-ring2-oura_hr-motion-ir,test,ring2,Fold-5,oura_hr_com,motion,['ir-filtered'],"['deepsquat', 'striding']",transformer,200,0.001,mse,128,2,33.50±14.50,36.50±31.17,32.40±17.08,-1.00±inf
mamba2-ring1-hr-all-irimu,5fold,ring1,Fold-1,hr,all,"['ir-filtered', 'ax-standardized', 'ay-standardized', 'az-standardized']","['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",mamba2,200,0.0001,mse,8,40,12.91±1.26,15.11±6.98,13.94±1.20,-0.17±0.16
mamba2-ring1-hr-all-irimu,5fold,ring1,Fold-2,hr,all,"['ir-filtered', 'ax-standardized', 'ay-standardized', 'az-standardized']","['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",mamba2,200,0.0001,mse,8,245,11.94±0.43,13.72±3.24,14.39±0.46,-0.03±0.06
mamba2-ring1-hr-all-irimu,5fold,ring1,Fold-3,hr,all,"['ir-filtered', 'ax-standardized', 'ay-standardized', 'az-standardized']","['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",mamba2,200,0.0001,mse,8,104,13.63±0.85,16.14±5.78,20.08±1.74,0.13±0.10
mamba2-ring1-hr-all-irimu,5fold,ring1,Fold-4,hr,all,"['ir-filtered', 'ax-standardized', 'ay-standardized', 'az-standardized']","['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",mamba2,200,0.0001,mse,8,103,19.01±1.24,22.73±7.23,18.74±1.03,0.11±0.10
mamba2-ring1-hr-all-irimu,5fold,ring1,Fold-5,hr,all,"['ir-filtered', 'ax-standardized', 'ay-standardized', 'az-standardized']","['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",mamba2,200,0.0001,mse,8,40,7.24±0.78,8.74±3.83,9.49±1.13,0.36±0.15
mamba2-ring1-hr-all-irimu,5fold,ring1,all-folds,hr,all,"['ir-filtered', 'ax-standardized', 'ay-standardized', 'az-standardized']","['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",mamba2,200,0.0001,mse,8,532,13.36±0.39,16.14±3.83,15.94±0.48,-0.01±0.04
inception-time-ring1-hr-stationary-ir,test,ring1,Fold-1,hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,343,6.90±0.32,9.10±2.67,8.90±0.40,0.51±0.05
inception-time-ring1-hr-stationary-ir,test,ring1,Fold-2,hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,319,4.40±0.21,5.78±1.77,5.70±0.28,0.76±0.04
inception-time-ring1-hr-stationary-ir,test,ring1,Fold-3,hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,475,3.57±0.15,4.78±1.40,4.53±0.18,0.92±0.02
inception-time-ring1-hr-stationary-ir,test,ring1,Fold-4,hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,360,4.86±0.25,6.84±2.13,5.90±0.30,0.90±0.02
inception-time-ring1-hr-stationary-ir,test,ring1,Fold-5,hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,241,3.28±0.15,4.04±1.28,4.25±0.21,0.93±0.02
inception-time-ring1-hr-stationary-ir,test,ring1,all-folds,hr,stationary,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,1738,4.61±0.11,6.37±1.40,5.86±0.13,0.84±0.01
ratio,test,ring2,,spo2,unknown,"['ir-raw', 'red-raw']",['spo2'],ratio,200,0.001,mse,128,262,3.31±0.13,3.95±1.15,3.58±0.15,0.28±0.06
ratio,test,ring1,,spo2,unknown,"['ir-raw', 'red-raw']",['spo2'],ratio,200,0.001,mse,128,456,3.57±0.14,4.65±1.34,3.86±0.16,0.30±0.04
inception-time-ring2-samsung_hr-all-ir,test,ring2,Fold-1,samsung_hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,22,9.69±1.17,11.07±4.74,12.05±1.54,0.39±0.21
inception-time-ring2-samsung_hr-all-ir,test,ring2,Fold-2,samsung_hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,24,11.46±2.41,16.26±9.82,17.39±4.70,0.29±0.20
inception-time-ring2-samsung_hr-all-ir,test,ring2,Fold-3,samsung_hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,25,10.44±2.00,14.32±9.13,10.58±1.65,0.72±0.14
inception-time-ring2-samsung_hr-all-ir,test,ring2,Fold-4,samsung_hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,38,11.25±1.38,14.03±7.52,15.51±3.19,0.44±0.15
inception-time-ring2-samsung_hr-all-ir,test,ring2,Fold-5,samsung_hr,all,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,11,10.75±3.17,14.69±11.25,11.26±2.65,0.05±0.33
